
 num     #instances         #bytes  class name
2041:             1             64  com.skyline.action.SendRecordAction$$EnhancerBySpringCGLIB$$1ea7d244
2042:             1             64  ch.qos.logback.core.ConsoleAppender
2043:             4             64  org.hibernate.event.internal.AbstractSaveEventListener$EntityState
2044:             4             64  java.lang.Boolean
2045:             2             64  com.skyline.action.CustomerAction
2046:             4             64  ch.qos.logback.core.subst.Token
2047:             1             64  org.eclipse.jdt.internal.compiler.lookup.TypeBinding$1
2048:             4             64  sun.security.ec.ECParameters
2049:             2             64  sun.java2d.pipe.Region$ImmutableRegion
2050:             4             64  com.sun.proxy.$Proxy11
2051:             8             64  com.mysql.jdbc.PerConnectionLRUFactory
2052:             2             64  [Lorg.apache.xmlbeans.impl.schema.StscComplexTypeResolver$CodeForNameEntry;
2053:             2             64  java.util.regex.Pattern$LazyLoop
2054:             1             64  com.skyline.action.CustomerAction$$EnhancerBySpringCGLIB$$b4d06549
2055:             4             64  org.apache.catalina.startup.ClassLoaderFactory$RepositoryType
2056:             1             64  javax.mail.internet.MailDateFormat
2057:             1             64  org.eclipse.jdt.internal.compiler.lookup.ReferenceBinding$1
2058:             4             64  com.sun.image.codec.jpeg.JPEGHuffmanTable
2059:             4             64  org.hibernate.loader.plan.exec.process.internal.CollectionReturnReader
2060:             1             64  org.apache.xmlbeans.impl.regex.RegularExpression
2061:             2             64  java.util.Collections$SynchronizedSortedMap
2062:             2             64  org.springframework.context.expression.StandardBeanExpressionResolver
2063:             4             64  org.hibernate.engine.FetchStyle
2064:             4             64  org.springframework.util.AntPathMatcher$PathSeparatorPatternCache
2065:             2             64  [Lcom.mysql.jdbc.StringUtils$SearchMode;
2066:             4             64  org.hibernate.engine.jdbc.spi.TypeSearchability
2067:             4             64  org.apache.xmlbeans.impl.regex.Token$UnionToken
2068:             2             64  [[Lcom.sun.org.apache.xerces.internal.xni.QName;
2069:             1             64  java.awt.color.ICC_ColorSpace
2070:             2             64  org.springframework.jndi.support.SimpleJndiBeanFactory
2071:             4             64  org.hibernate.loader.plan.exec.process.internal.CollectionReferenceInitializerImpl
2072:             4             64  ch.qos.logback.core.pattern.parser.Token
2073:             1             64  com.skyline.action.RRateAction$$EnhancerBySpringCGLIB$$1b29ecf9
2074:             2             64  java.io.ExpiringCache
2075:             2             64  org.aspectj.weaver.patterns.EllipsisTypePattern
2076:             4             64  org.hibernate.engine.FetchStyle
2077:             2             64  com.sun.jmx.mbeanserver.DefaultMXBeanMappingFactory$CollectionMapping
2078:             4             64  org.springframework.context.annotation.ScopedProxyMode
2079:             2             64  org.apache.tomcat.util.threads.TaskThreadFactory
2080:             2             64  com.skyline.action.SendRecordAction
2081:             4             64  [Lorg.aspectj.weaver.tools.PointcutParameter;
2082:             2             64  org.springframework.jndi.support.SimpleJndiBeanFactory
2083:             2             64  sun.nio.ch.ServerSocketAdaptor
2084:             4             64  ch.qos.logback.core.pattern.parser.Token
2085:             4             64  org.hibernate.event.internal.AbstractSaveEventListener$EntityState
2086:             4             64  org.springframework.web.servlet.mvc.method.annotation.ServletModelAttributeMethodProcessor
2087:             2             64  com.skyline.action.RRateAction
2088:             4             64  ch.qos.logback.core.subst.Token
2089:             2             64  [Lorg.hibernate.criterion.Criterion;
2090:             4             64  javax.imageio.plugins.jpeg.JPEGQTable
2091:             4             64  org.hibernate.MultiTenancyStrategy
2092:             2             64  org.apache.catalina.filters.CsrfPreventionFilter
2093:             2             64  [Lcom.mysql.jdbc.StringUtils$SearchMode;
2094:             4             64  com.sun.org.apache.xerces.internal.impl.xpath.regex.Token$UnionToken
2095:             2             64  java.net.Inet6Address$Inet6AddressHolder
2096:             4             64  org.apache.catalina.WebResourceRoot$ResourceSetType
2097:             4             64  com.sun.proxy.$Proxy43
2098:             4             64  org.hibernate.engine.jdbc.internal.StatementPreparerImpl
2099:             1             64  org.apache.catalina.core.ApplicationHttpRequest
2100:             2             64  org.apache.tomcat.util.threads.LimitLatch
2101:             4             64  java.text.Normalizer$Form
2102:             2             64  org.springframework.context.annotation.ConfigurationClassParser$ImportStack
2103:             4             64  javax.imageio.plugins.jpeg.JPEGHuffmanTable
2104:             4             64  org.apache.xmlbeans.XmlOptions
2105:             4             64  org.springframework.format.annotation.DateTimeFormat$ISO
2106:             2             64  [Lorg.springframework.format.annotation.DateTimeFormat$ISO;
2107:             1             64  [Lorg.aspectj.weaver.Shadow$Kind;
2108:             2             64  org.apache.jasper.runtime.JspApplicationContextImpl
2109:             2             64  org.apache.tomcat.util.threads.LimitLatch$Sync
2110:             4             64  org.springframework.jndi.JndiTemplate
2111:             4             64  org.springframework.util.AntPathMatcher$PathSeparatorPatternCache
2112:             2             64  [Ljavax.servlet.DispatcherType;
2113:             4             64  com.skyline.action.CustomerAction$$FastClassBySpringCGLIB$$1272ae46
2114:             1             64  sun.security.ssl.SSLContextImpl$DefaultSSLContext
2115:             2             64  java.lang.VirtualMachineError
2116:             4             64  org.apache.tomcat.util.net.AbstractEndpoint$Acceptor$AcceptorState
2117:             2             64  org.apache.catalina.mbeans.ConnectorMBean
2118:             2             64  org.hibernate.engine.jdbc.internal.StatementPreparerImpl$5
2119:             2             64  java.util.concurrent.ScheduledThreadPoolExecutor$DelayedWorkQueue
2120:             4             64  org.hibernate.engine.jdbc.spi.TypeSearchability
2121:             4             64  org.springframework.format.annotation.DateTimeFormat$ISO
2122:             2             64  [Lorg.springframework.format.annotation.DateTimeFormat$ISO;
2123:             2             64  java.util.Locale$Category
2124:             4             64  org.springframework.web.context.request.SessionScope
2125:             2             64  ch.qos.logback.classic.pattern.LineOfCallerConverter
2126:             4             64  [Lorg.aspectj.weaver.TypeVariable;
2127:             4             64  org.springframework.util.ConcurrentReferenceHashMap$TaskOption
2128:             2             64  ch.qos.logback.classic.pattern.FileOfCallerConverter
2129:             2             64  [Ljava.lang.StringBuilder;
2130:             4             64  javax.el.Util$CacheValue
2131:             1             64  org.hibernate.boot.registry.classloading.internal.ClassLoaderServiceImpl$AggregatedClassLoader
2132:             1             64  org.apache.xmlbeans.impl.regex.SchemaRegularExpression$2
2133:             4             64  org.springframework.core.env.MutablePropertySources
2134:             2             64  [Lsun.security.jca.ProviderConfig;
2135:             4             64  org.springframework.context.annotation.ScopedProxyMode
2136:             1             64  org.apache.xmlbeans.impl.regex.SchemaRegularExpression$3
2137:             4             64  org.springframework.http.converter.ByteArrayHttpMessageConverter
2138:             4             64  sun.util.locale.LocaleExtensions
2139:             2             64  ch.qos.logback.classic.pattern.LineOfCallerConverter
2140:             4             64  com.skyline.action.CustomerAction$$EnhancerBySpringCGLIB$$b4d06549$$FastClassBySpringCGLIB$$aaad915
2141:             2             64  org.springframework.web.context.support.StandardServletEnvironment
2142:             2             64  ch.qos.logback.classic.pattern.FileOfCallerConverter
